,publishing_day,publishing_hour,days_to_trending,title_length,category_name
797,Fri,17,7,51,Music
798,Fri,12,7,61,Entertainment
799,Mon,8,4,57,Science & Technology
800,Thu,21,2,18,Science & Technology
801,Fri,5,1,41,Music
802,Thu,21,2,33,Entertainment
803,Fri,8,1,41,Entertainment
804,Fri,15,1,37,Music
805,Thu,15,2,33,Music
806,Fri,13,1,47,News & Politics
807,Fri,16,1,52,Music
808,Thu,6,2,51,Entertainment
809,Thu,14,2,67,Film & Animation
810,Fri,10,1,43,Comedy
811,Fri,18,1,44,People & Blogs
812,Fri,9,1,37,Music
813,Fri,5,1,50,Music
814,Wed,14,3,30,Film & Animation
815,Fri,18,1,67,Music
816,Thu,16,2,68,Howto & Style
817,Thu,17,2,76,Science & Technology
818,Thu,15,2,51,Education
819,Fri,14,1,66,Entertainment
820,Thu,17,2,55,Entertainment
821,Thu,13,2,36,Entertainment
822,Mon,6,516,22,People & Blogs
823,Thu,15,2,43,Education
824,Thu,7,2,83,People & Blogs
825,Fri,16,1,58,Education
826,Fri,15,1,68,Music
827,Fri,18,1,37,People & Blogs
828,Thu,17,2,26,Science & Technology
829,Thu,18,2,67,Entertainment
830,Fri,12,1,18,Howto & Style
831,Thu,15,2,39,Pets & Animals
832,Thu,17,2,94,Music
833,Fri,12,1,48,Entertainment
834,Fri,2,1,48,Howto & Style
835,Thu,15,2,57,Music
836,Fri,18,1,37,Howto & Style
837,Wed,20,3,31,Comedy
838,Wed,21,3,91,Entertainment
839,Thu,22,2,56,People & Blogs
840,Fri,5,1,33,Music
841,Wed,20,3,14,Gaming
842,Wed,14,3,46,Howto & Style
843,Fri,16,1,65,Howto & Style
844,Fri,4,1,77,Sports
845,Fri,8,1,47,Music
846,Fri,4,1,94,News & Politics
847,Thu,13,2,24,Science & Technology
848,Fri,10,1,55,Entertainment
849,Thu,5,2,32,Music
850,Thu,11,2,23,Music
851,Thu,17,2,27,Entertainment
852,Thu,10,2,18,Music
853,Fri,0,1,52,Entertainment
854,Thu,14,2,43,Science & Technology
855,Fri,17,1,28,Entertainment
856,Fri,15,1,26,Comedy
857,Thu,3,2,93,Sports
858,Thu,15,2,49,Entertainment
859,Wed,23,3,25,People & Blogs
860,Thu,17,2,26,Music
861,Thu,16,2,51,Film & Animation
862,Wed,18,3,25,Comedy
863,Wed,20,3,51,Entertainment
864,Wed,23,3,71,Entertainment
865,Wed,9,3,29,Entertainment
866,Tue,21,4,41,People & Blogs
867,Thu,16,2,93,Entertainment
868,Wed,13,3,32,Music
869,Thu,15,2,77,People & Blogs
870,Thu,2,2,44,Science & Technology
871,Wed,13,3,21,Entertainment
872,Wed,5,3,37,Music
873,Tue,16,4,36,Comedy
874,Fri,5,1,41,Music
875,Wed,22,3,28,Gaming
876,Tue,12,4,57,Science & Technology
877,Wed,17,3,77,Sports
878,Tue,15,4,54,Comedy
879,Wed,1,3,79,Entertainment
880,Wed,0,3,46,Science & Technology
881,Tue,18,4,44,Entertainment
882,Thu,18,2,46,Howto & Style
883,Wed,18,3,54,Music
884,Thu,0,2,38,Entertainment
885,Fri,13,1,36,Music
886,Tue,0,4,43,Science & Technology
887,Tue,12,4,21,Howto & Style
888,Wed,12,3,37,Comedy
889,Wed,22,3,41,Education
890,Tue,17,4,56,Film & Animation
891,Wed,10,3,55,Entertainment
892,Tue,18,4,27,Comedy
893,Wed,16,3,30,Education
894,Thu,3,2,94,Sports
895,Wed,3,3,65,Music
896,Tue,16,4,12,Comedy
897,Wed,19,3,54,News & Politics
898,Wed,16,3,54,Education
899,Tue,12,4,67,Entertainment
900,Wed,18,3,39,Entertainment
901,Tue,18,4,32,Film & Animation
902,Thu,13,2,42,People & Blogs
903,Tue,23,4,38,Music
904,Wed,22,3,20,Science & Technology
905,Wed,16,3,80,Sports
906,Tue,22,4,89,Entertainment
907,Thu,6,2,83,Sports
908,Wed,22,3,44,Comedy
909,Wed,3,3,46,Entertainment
910,Wed,17,3,58,Sports
911,Tue,21,4,56,Howto & Style
912,Tue,21,4,31,Comedy
913,Wed,21,3,86,News & Politics
914,Tue,21,4,63,News & Politics
915,Wed,7,3,27,People & Blogs
916,Wed,19,3,73,Entertainment
917,Mon,20,5,48,Film & Animation
918,Fri,5,1,21,Music
919,Tue,15,4,24,Pets & Animals
920,Mon,20,5,49,Entertainment
921,Wed,20,3,40,Entertainment
922,Wed,8,3,36,Music
923,Tue,19,4,37,Entertainment
924,Mon,17,5,34,People & Blogs
925,Tue,23,4,39,Entertainment
926,Tue,18,4,53,Autos & Vehicles
927,Mon,19,5,21,Science & Technology
928,Wed,15,3,51,Howto & Style
929,Tue,14,4,40,Science & Technology
930,Mon,7,5,62,Entertainment
931,Tue,4,4,69,Sports
932,Mon,17,5,36,Education
933,Wed,18,3,42,Music
934,Tue,16,4,53,Sports
935,Wed,16,3,51,Science & Technology
936,Mon,17,5,42,Music
937,Mon,16,5,52,Education
938,Wed,1,3,38,Sports
939,Tue,8,4,19,Film & Animation
940,Fri,19,22,39,Entertainment
941,Mon,15,5,34,Education
942,Mon,18,5,30,Entertainment
943,Mon,15,5,50,Music
944,Mon,14,5,32,Education
945,Mon,13,5,52,Entertainment
946,Mon,11,5,32,Entertainment
947,Wed,10,3,78,Pets & Animals
948,Tue,16,4,46,Entertainment
949,Tue,3,4,63,Entertainment
950,Tue,16,4,45,Music
951,Mon,17,5,17,Music
952,Tue,16,4,37,Entertainment
953,Mon,15,5,57,Music
954,Sun,19,6,53,Comedy
955,Tue,20,4,25,Entertainment
956,Mon,14,5,28,Comedy
957,Thu,2,9,43,Sports
958,Mon,1,5,60,Autos & Vehicles
959,Tue,17,4,100,Education
960,Sun,18,6,24,Entertainment
961,Wed,13,3,11,Comedy
962,Sun,21,6,35,Science & Technology
963,Mon,0,5,49,Sports
964,Mon,15,5,26,Science & Technology
965,Mon,3,5,78,Entertainment
966,Mon,15,5,94,News & Politics
967,Tue,14,4,34,Howto & Style
968,Mon,15,5,100,News & Politics
969,Mon,16,5,47,Howto & Style
970,Mon,16,5,50,Education
971,Wed,17,10,66,Howto & Style
972,Tue,15,4,95,Sports
973,Mon,15,5,55,Autos & Vehicles
974,Sun,5,6,41,Entertainment
975,Tue,17,4,41,Comedy
976,Tue,16,4,73,Music
977,Tue,16,4,54,Music
978,Sun,0,6,41,Comedy
979,Mon,17,5,99,News & Politics
980,Sun,18,6,24,Pets & Animals
981,Mon,15,5,59,News & Politics
982,Mon,13,5,66,Entertainment
983,Sun,14,6,38,News & Politics
984,Sun,5,6,54,Travel & Events
985,Mon,2,5,54,Sports
986,Sun,17,6,48,Comedy
987,Mon,12,5,36,Science & Technology
988,Mon,15,5,51,Sports
989,Mon,17,5,35,Film & Animation
990,Sun,16,6,33,Film & Animation
991,Sun,14,6,38,Entertainment
992,Sun,23,6,31,Entertainment
993,Sun,15,6,50,Science & Technology
994,Sun,23,6,46,News & Politics
995,Fri,17,8,42,Music
996,Mon,16,5,21,Comedy
997,Mon,9,5,51,News & Politics
998,Mon,15,5,72,Howto & Style
999,Mon,17,12,43,Entertainment
1000,Sat,15,1,37,Film & Animation
1001,Sat,16,1,33,Music
1002,Sat,16,1,40,News & Politics
1003,Sat,13,1,63,Sports
1004,Sat,17,1,38,Howto & Style
1005,Fri,5,2,41,Music
1006,Sun,5,0,29,Entertainment
1007,Sat,12,1,80,Comedy
1008,Fri,15,2,37,Music
1009,Thu,21,3,33,Entertainment
1010,Sat,18,1,71,Comedy
1011,Fri,18,2,37,People & Blogs
1012,Fri,18,2,67,Music
1013,Fri,8,2,41,Entertainment
1014,Sat,4,1,72,Autos & Vehicles
1015,Fri,16,2,52,Music
1016,Fri,20,2,37,Science & Technology
1017,Thu,21,3,18,Science & Technology
1018,Fri,23,2,42,Howto & Style
1019,Sat,10,1,43,Sports
1020,Fri,18,2,44,People & Blogs
1021,Fri,12,2,18,Howto & Style
1022,Sat,1,1,19,Comedy
1023,Fri,5,2,50,Music
1024,Thu,15,3,33,Music
1025,Fri,9,2,37,Music
1026,Thu,14,3,67,Film & Animation
1027,Thu,6,3,51,Entertainment
1028,Fri,22,2,13,Entertainment
1029,Fri,12,2,48,Entertainment
1030,Fri,14,2,66,Entertainment
1031,Thu,17,3,76,Science & Technology
1032,Fri,16,2,58,Education
1033,Thu,16,3,68,Howto & Style
1034,Fri,15,2,68,Music
1035,Wed,14,4,30,Film & Animation
1036,Thu,15,3,51,Education
1037,Sat,1,1,36,Entertainment
1038,Fri,18,2,37,Howto & Style
1039,Thu,18,3,67,Entertainment
1040,Fri,4,2,94,News & Politics
1041,Thu,17,3,55,Entertainment
1042,Thu,13,3,36,Entertainment
1043,Thu,15,3,43,Education
1044,Thu,17,3,94,Music
1045,Thu,7,3,83,People & Blogs
1046,Fri,11,2,99,Entertainment
1047,Thu,15,3,39,Pets & Animals
1048,Fri,5,2,33,Music
1049,Thu,15,3,57,Music
1050,Fri,17,2,28,Entertainment
1051,Fri,15,2,26,Comedy
1052,Fri,5,2,14,Music
1053,Fri,8,2,47,Music
1054,Fri,10,2,30,Entertainment
1055,Fri,16,2,65,Howto & Style
1056,Fri,0,2,52,Entertainment
1057,Thu,22,3,56,People & Blogs
1058,Wed,21,4,91,Entertainment
1059,Thu,13,3,24,Science & Technology
1060,Wed,20,4,31,Comedy
1061,Thu,5,3,32,Music
1062,Fri,14,2,24,Music
1063,Thu,11,3,23,Music
1064,Thu,10,3,18,Music
1065,Wed,14,4,46,Howto & Style
1066,Wed,20,4,14,Gaming
1067,Thu,17,3,26,Music
1068,Fri,5,2,86,Music
1069,Thu,17,3,27,Entertainment
1070,Fri,2,2,48,Howto & Style
1071,Thu,14,3,43,Science & Technology
1072,Thu,15,3,49,Entertainment
1073,Wed,23,4,25,People & Blogs
1074,Thu,16,3,51,Film & Animation
1075,Wed,20,4,51,Entertainment
1076,Wed,18,4,25,Comedy
1077,Fri,13,2,36,Music
1078,Wed,23,4,71,Entertainment
1079,Thu,15,3,77,People & Blogs
1080,Wed,9,4,29,Entertainment
1081,Fri,4,2,77,Sports
1082,Wed,5,4,37,Music
1083,Wed,13,4,32,Music
1084,Tue,21,5,41,People & Blogs
1085,Thu,2,3,44,Science & Technology
1086,Wed,13,4,21,Entertainment
1087,Fri,5,2,41,Music
1088,Tue,16,5,36,Comedy
1089,Wed,17,4,77,Sports
1090,Tue,12,5,57,Science & Technology
1091,Thu,16,3,93,Entertainment
1092,Tue,15,5,54,Comedy
1093,Wed,18,4,54,Music
1094,Wed,0,4,46,Science & Technology
1095,Wed,1,4,79,Entertainment
1096,Thu,3,3,94,Sports
1097,Tue,18,5,44,Entertainment
1098,Wed,22,4,28,Gaming
1099,Wed,19,4,54,News & Politics
1100,Fri,5,2,32,Music
1101,Wed,12,4,37,Comedy
1102,Tue,12,5,21,Howto & Style
1103,Tue,17,5,56,Film & Animation
1104,Thu,0,3,38,Entertainment
1105,Thu,14,3,53,Entertainment
1106,Wed,22,4,41,Education
1107,Wed,22,4,20,Science & Technology
1108,Tue,18,5,27,Comedy
1109,Wed,10,4,55,Entertainment
1110,Thu,18,3,46,Howto & Style
1111,Tue,0,5,43,Science & Technology
1112,Wed,3,4,65,Music
1113,Thu,15,3,27,Autos & Vehicles
1114,Thu,22,3,35,Sports
1115,Thu,13,3,27,News & Politics
1116,Tue,16,5,12,Comedy
1117,Wed,16,4,30,Education
1118,Wed,16,4,54,Education
1119,Thu,13,3,42,People & Blogs
1120,Tue,12,5,67,Entertainment
1121,Tue,18,5,32,Film & Animation
1122,Wed,18,4,39,Entertainment
1123,Thu,6,3,83,Sports
1124,Wed,22,4,44,Comedy
1125,Tue,23,5,38,Music
1126,Thu,18,3,86,Music
1127,Wed,19,4,73,Entertainment
1128,Wed,16,4,80,Sports
1129,Tue,13,5,35,Music
1130,Wed,3,4,46,Entertainment
1131,Mon,17,13,38,Entertainment
1132,Tue,22,5,89,Entertainment
1133,Wed,17,4,58,Sports
1134,Wed,21,4,86,News & Politics
1135,Tue,21,5,56,Howto & Style
1136,Tue,0,3176,49,Film & Animation
1137,Thu,1,3,33,People & Blogs
1138,Tue,21,5,31,Comedy
1139,Wed,20,4,40,Entertainment
1140,Thu,13,3,21,Music
1141,Tue,21,5,63,News & Politics
1142,Thu,9,3,28,Music
1143,Tue,19,5,37,Entertainment
1144,Mon,20,6,48,Film & Animation
1145,Wed,15,4,51,Howto & Style
1146,Wed,23,4,27,Pets & Animals
1147,Wed,7,4,27,People & Blogs
1148,Fri,5,2,21,Music
1149,Wed,18,4,42,Music
1150,Mon,20,6,49,Entertainment
1151,Wed,8,4,36,Music
1152,Tue,15,5,24,Pets & Animals
1153,Tue,18,5,53,Autos & Vehicles
1154,Mon,19,6,21,Science & Technology
1155,Tue,23,5,39,Entertainment
1156,Mon,17,6,36,Education
1157,Tue,14,5,40,Science & Technology
1158,Mon,7,6,62,Entertainment
1159,Mon,17,6,34,People & Blogs
1160,Tue,4,5,69,Sports
1161,Mon,17,6,42,Music
1162,Tue,16,5,53,Sports
1163,Wed,1,4,38,Sports
1164,Wed,16,4,51,Science & Technology
1165,Tue,8,5,19,Film & Animation
1166,Mon,16,6,52,Education
1167,Mon,18,6,30,Entertainment
1168,Fri,19,23,39,Entertainment
1169,Tue,17,5,100,Education
1170,Wed,10,4,78,Pets & Animals
1171,Mon,15,6,50,Music
1172,Tue,16,5,46,Entertainment
1173,Tue,16,5,37,Entertainment
1174,Mon,11,6,32,Entertainment
1175,Mon,15,6,34,Education
1176,Mon,14,6,32,Education
1177,Tue,6,5,59,Entertainment
1178,Tue,16,5,45,Music
1179,Mon,17,6,17,Music
1180,Tue,20,5,25,Entertainment
1181,Sun,19,7,53,Comedy
1182,Mon,14,6,28,Comedy
1183,Mon,13,6,52,Entertainment
1184,Mon,1,6,60,Autos & Vehicles
1185,Thu,2,10,43,Sports
1186,Sun,18,7,24,Entertainment
1187,Sun,21,7,35,Science & Technology
1188,Tue,14,5,34,Howto & Style
1189,Mon,15,6,94,News & Politics
1190,Mon,15,6,26,Science & Technology
1191,Mon,0,6,46,Sports
1192,Mon,3,6,78,Entertainment
1193,Mon,15,6,100,News & Politics
1194,Mon,16,6,50,Education
1195,Tue,16,5,73,Music
1196,Mon,15,6,57,Music
1197,Wed,17,11,66,Howto & Style
1198,Tue,15,5,95,Sports
1199,Mon,17,6,99,News & Politics
1200,Sat,15,2,37,Film & Animation
1201,Mon,1,0,37,Film & Animation
1202,Sat,19,2,10,Entertainment
1203,Sun,7,1,42,Entertainment
1204,Sun,21,1,26,People & Blogs
1205,Sun,22,1,47,Sports
1206,Sat,17,2,74,Entertainment
1207,Sat,19,2,57,Entertainment
1208,Mon,2,0,59,Comedy
1209,Sun,3,1,41,Entertainment
1210,Mon,3,0,30,Music
1211,Sat,16,2,33,Music
1212,Sat,16,2,40,News & Politics
1213,Sat,17,2,25,Comedy
1214,Sat,12,2,80,Comedy
1215,Sat,17,2,38,Howto & Style
1216,Sat,13,2,63,Sports
1217,Sat,16,2,54,Entertainment
1218,Sat,18,2,71,Comedy
1219,Fri,5,3,41,Music
1220,Sun,7,1,31,People & Blogs
1221,Sat,4,2,72,Autos & Vehicles
1222,Fri,15,3,37,Music
1223,Sun,16,1,67,Howto & Style
1224,Sat,10,2,43,Sports
1225,Fri,18,3,37,People & Blogs
1226,Sat,7,2,28,Pets & Animals
1227,Thu,21,4,33,Entertainment
1228,Fri,23,3,42,Howto & Style
1229,Fri,18,3,67,Music
1230,Thu,21,4,18,Science & Technology
1231,Sun,15,1,77,News & Politics
1232,Sat,1,2,19,Comedy
1233,Sun,14,1,61,Sports
1234,Fri,8,3,41,Entertainment
1235,Fri,16,3,52,Music
1236,Fri,20,3,37,Science & Technology
1237,Fri,22,3,13,Entertainment
1238,Fri,6,3,48,Science & Technology
1239,Fri,12,3,18,Howto & Style
1240,Sat,19,2,44,Entertainment
1241,Sun,17,1,47,News & Politics
1242,Fri,18,3,44,People & Blogs
1243,Sun,12,1,64,News & Politics
1244,Fri,5,3,50,Music
1245,Fri,2,3,44,Comedy
1246,Thu,15,4,33,Music
1247,Sun,5,1,44,News & Politics
1248,Fri,9,3,37,Music
1249,Fri,12,3,48,Entertainment
1250,Thu,14,4,67,Film & Animation
1251,Thu,6,4,51,Entertainment
1252,Sat,20,2,48,Howto & Style
1253,Fri,4,3,94,News & Politics
1254,Fri,14,3,66,Entertainment
1255,Fri,16,3,58,Education
1256,Thu,17,4,76,Science & Technology
1257,Fri,15,3,26,Comedy
1258,Fri,13,3,54,Travel & Events
1259,Fri,11,3,99,Entertainment
1260,Fri,15,3,68,Music
1261,Fri,14,3,51,Autos & Vehicles
1262,Sat,1,2,36,Entertainment
1263,Fri,18,3,37,Howto & Style
1264,Thu,16,4,68,Howto & Style
1265,Wed,14,5,30,Film & Animation
1266,Thu,15,4,51,Education
1267,Thu,18,4,67,Entertainment
1268,Fri,17,3,28,Entertainment
1269,Thu,15,4,43,Education
1270,Thu,13,4,36,Entertainment
1271,Fri,8,3,47,Music
1272,Thu,17,4,55,Entertainment
1273,Thu,17,4,94,Music
1274,Fri,5,3,33,Music
1275,Fri,5,3,14,Music
1276,Thu,7,4,83,People & Blogs
1277,Thu,15,4,39,Pets & Animals
1278,Thu,15,4,57,Music
1279,Fri,14,3,24,Music
1280,Fri,10,3,30,Entertainment
1281,Fri,5,3,86,Music
1282,Fri,5,3,32,Music
1283,Wed,21,5,91,Entertainment
1284,Thu,5,4,32,Music
1285,Thu,22,4,56,People & Blogs
1286,Wed,20,5,31,Comedy
1287,Thu,17,4,26,Music
1288,Thu,11,4,23,Music
1289,Fri,0,3,52,Entertainment
1290,Thu,10,4,18,Music
1291,Wed,14,5,46,Howto & Style
1292,Wed,20,5,14,Gaming
1293,Fri,2,3,48,Howto & Style
1294,Thu,14,4,43,Science & Technology
1295,Wed,20,5,51,Entertainment
1296,Fri,13,3,36,Music
1297,Thu,15,4,49,Entertainment
1298,Fri,22,1704,52,Entertainment
1299,Thu,17,4,27,Entertainment
1300,Fri,15,3,32,Music
1301,Fri,5,3,21,Music
1302,Fri,5,3,24,Music
1303,Fri,5,3,41,Music
1304,Fri,8,3,37,Music
1305,Wed,9,5,29,Entertainment
1306,Thu,16,4,51,Film & Animation
1307,Fri,4,3,77,Sports
1308,Wed,13,5,32,Music
1309,Thu,2,4,44,Science & Technology
1310,Wed,13,5,21,Entertainment
1311,Fri,8,3,44,Howto & Style
1312,Wed,5,5,37,Music
1313,Wed,18,5,54,Music
1314,Fri,5,3,32,Music
1315,Wed,3,5,50,People & Blogs
1316,Thu,15,4,77,People & Blogs
1317,Tue,21,6,41,People & Blogs
1318,Wed,17,5,77,Sports
1319,Tue,16,6,36,Comedy
1320,Wed,0,5,46,Science & Technology
1321,Wed,1,5,79,Entertainment
1322,Tue,12,6,57,Science & Technology
1323,Wed,22,5,28,Gaming
1324,Tue,18,6,44,Entertainment
1325,Thu,14,4,53,Entertainment
1326,Tue,15,6,54,Comedy
1327,Tue,17,6,56,Film & Animation
1328,Thu,13,4,27,News & Politics
1329,Thu,0,4,38,Entertainment
1330,Wed,22,5,20,Science & Technology
1331,Tue,12,6,21,Howto & Style
1332,Thu,18,4,46,Howto & Style
1333,Tue,18,6,27,Comedy
1334,Wed,22,5,41,Education
1335,Tue,0,6,43,Science & Technology
1336,Tue,16,6,12,Comedy
1337,Wed,3,5,65,Music
1338,Thu,15,4,27,Autos & Vehicles
1339,Thu,22,4,35,Sports
1340,Thu,13,4,42,People & Blogs
1341,Wed,10,5,55,Entertainment
1342,Wed,16,5,30,Education
1343,Fri,8,3,33,Music
1344,Wed,16,5,54,Education
1345,Tue,13,6,35,Music
1346,Wed,18,5,39,Entertainment
1347,Tue,18,6,32,Film & Animation
1348,Wed,19,5,73,Entertainment
1349,Wed,22,5,44,Comedy
1350,Tue,12,6,67,Entertainment
1351,Thu,18,4,86,Music
1352,Thu,6,4,83,Sports
1353,Thu,9,4,28,Music
1354,Tue,23,6,38,Music
1355,Wed,16,5,80,Sports
1356,Thu,1,4,33,People & Blogs
1357,Wed,3,5,46,Entertainment
1358,Tue,22,6,89,Entertainment
1359,Thu,13,4,21,Music
1360,Mon,17,14,38,Entertainment
1361,Tue,21,6,56,Howto & Style
1362,Wed,17,5,58,Sports
1363,Wed,21,5,86,News & Politics
1364,Tue,0,3177,49,Film & Animation
1365,Wed,20,5,40,Entertainment
1366,Tue,21,6,31,Comedy
1367,Tue,21,6,63,News & Politics
1368,Wed,23,5,27,Pets & Animals
1369,Mon,20,7,48,Film & Animation
1370,Wed,15,5,51,Howto & Style
1371,Wed,8,5,36,Music
1372,Wed,7,5,27,People & Blogs
1373,Mon,20,7,49,Entertainment
1374,Mon,7,7,62,Entertainment
1375,Wed,18,5,42,Music
1376,Tue,4,6,69,Sports
1377,Tue,18,6,53,Autos & Vehicles
1378,Tue,23,6,39,Entertainment
1379,Mon,19,7,21,Science & Technology
1380,Mon,17,7,36,Education
1381,Tue,14,6,40,Science & Technology
1382,Tue,19,6,37,Entertainment
1383,Mon,17,7,34,People & Blogs
1384,Tue,16,6,53,Sports
1385,Mon,17,7,42,Music
1386,Tue,15,6,24,Pets & Animals
1387,Wed,1,5,38,Sports
1388,Mon,14,7,28,Comedy
1389,Wed,16,5,51,Science & Technology
1390,Mon,18,7,30,Entertainment
1391,Tue,8,6,19,Film & Animation
1392,Sun,19,8,53,Comedy
1393,Mon,17,7,17,Music
1394,Mon,1,7,60,Autos & Vehicles
1395,Fri,19,24,39,Entertainment
1396,Wed,10,5,78,Pets & Animals
1397,Mon,15,7,50,Music
1398,Mon,14,7,32,Education
1399,Mon,11,7,32,Entertainment
1400,Mon,3,1,63,Music
1401,Mon,1,1,37,Film & Animation
1402,Mon,13,1,55,Sports
1403,Mon,21,1,30,Comedy
1404,Mon,17,1,46,Comedy
1405,Mon,4,1,83,Music
1406,Mon,18,1,35,Comedy
1407,Mon,17,1,27,Comedy
1408,Mon,11,1,32,Entertainment
1409,Mon,4,1,48,Sports
1410,Mon,16,1,81,Music
1411,Mon,20,1,69,News & Politics
1412,Sat,15,3,37,Film & Animation
1413,Mon,16,1,73,News & Politics
1414,Mon,16,1,53,Howto & Style
1415,Mon,16,1,47,Education
1416,Mon,6,1,39,Comedy
1417,Mon,16,1,62,Education
1418,Mon,13,1,56,News & Politics
1419,Mon,14,1,52,Entertainment
1420,Mon,19,1,90,Music
1421,Mon,3,1,30,Music
1422,Mon,15,1,46,Entertainment
1423,Sun,7,2,23,Entertainment
1424,Sun,17,2,81,Film & Animation
1425,Mon,15,1,31,Education
1426,Sat,19,3,10,Entertainment
1427,Mon,16,1,61,Music
1428,Mon,13,1,62,Entertainment
1429,Sun,21,2,26,People & Blogs
1430,Mon,4,1,88,Music
1431,Sun,23,2,32,People & Blogs
1432,Mon,14,1,52,Howto & Style
1433,Mon,13,1,45,Howto & Style
1434,Sat,19,3,57,Entertainment
1436,Sat,17,3,74,Entertainment
1437,Mon,17,1,47,Entertainment
1438,Mon,14,1,68,People & Blogs
1439,Sun,12,2,29,Travel & Events
1440,Sun,19,2,64,Howto & Style
1441,Sun,15,2,77,News & Politics
1442,Sun,17,2,46,Howto & Style
1443,Mon,16,1,32,Music
1444,Sun,17,2,47,News & Politics
1445,Mon,1,1,73,Music
1446,Mon,5,1,63,Entertainment
1447,Sun,19,2,56,Entertainment
1448,Sat,16,3,33,Music
1449,Sun,17,2,40,Music
1450,Mon,10,1,69,People & Blogs
1451,Sun,5,2,44,News & Politics
1452,Sat,21,3,55,Entertainment
1453,Sun,7,2,31,People & Blogs
1454,Sun,16,2,67,Howto & Style
1455,Mon,0,1,45,News & Politics
1456,Sat,12,3,80,Comedy
1457,Sun,18,2,21,Howto & Style
1458,Sun,14,2,61,Sports
1459,Sat,17,3,38,Howto & Style
1460,Sat,13,3,63,Sports
1461,Sat,18,3,71,Comedy
1462,Fri,18,4,37,People & Blogs
1463,Sun,12,2,64,News & Politics
1464,Mon,17,1,56,Science & Technology
1465,Mon,18,1,27,Howto & Style
1466,Fri,5,4,41,Music
1467,Sat,16,3,54,Entertainment
1468,Sat,4,3,72,Autos & Vehicles
1469,Sat,10,3,43,Sports
1470,Sat,7,3,28,Pets & Animals
1471,Fri,15,4,37,Music
1472,Sun,1,2,22,Howto & Style
1473,Fri,23,4,42,Howto & Style
1474,Fri,18,4,67,Music
1475,Thu,21,5,33,Entertainment
1476,Thu,21,5,18,Science & Technology
1477,Sat,20,3,42,Science & Technology
1478,Fri,16,4,52,Music
1479,Fri,8,4,41,Entertainment
1480,Fri,22,4,13,Entertainment
1481,Fri,20,4,37,Science & Technology
1482,Sat,1,3,19,Comedy
1483,Fri,12,4,18,Howto & Style
1484,Fri,6,4,48,Science & Technology
1485,Fri,18,4,44,People & Blogs
1486,Fri,5,4,50,Music
1487,Sat,17,3,49,Music
1488,Fri,9,4,37,Music
1489,Thu,15,5,33,Music
1490,Sat,11,24,73,Sports
1491,Fri,12,4,48,Entertainment
1492,Fri,2,4,44,Comedy
1493,Fri,1,4,27,Comedy
1494,Fri,13,4,54,Travel & Events
1495,Fri,16,4,58,Education
1496,Thu,14,5,67,Film & Animation
1497,Fri,14,4,66,Entertainment
1498,Thu,6,5,51,Entertainment
1499,Fri,15,4,26,Comedy
1500,Fri,22,4,37,Pets & Animals
1501,Thu,17,5,76,Science & Technology
1502,Fri,15,4,68,Music
1503,Fri,11,4,99,Entertainment
1504,Thu,15,5,43,Education
1505,Fri,17,4,28,Entertainment
1506,Fri,14,4,51,Autos & Vehicles
1507,Fri,8,4,47,Music
1508,Sat,1,3,36,Entertainment
1509,Thu,16,5,68,Howto & Style
1510,Thu,18,5,67,Entertainment
1511,Thu,15,5,51,Education
1512,Thu,17,5,94,Music
1513,Fri,5,4,33,Music
1514,Thu,13,5,36,Entertainment
1515,Fri,14,4,24,Music
1516,Fri,5,4,14,Music
1517,Fri,4,4,94,News & Politics
1518,Wed,14,6,30,Film & Animation
1519,Fri,5,4,32,Music
1520,Thu,15,5,39,Pets & Animals
1521,Thu,7,5,83,People & Blogs
1522,Thu,15,5,57,Music
1523,Thu,14,5,48,Music
1524,Fri,10,4,30,Entertainment
1525,Thu,17,5,26,Music
1526,Fri,14,4,21,Science & Technology
1527,Wed,21,6,91,Entertainment
1528,Fri,5,4,86,Music
1529,Thu,22,5,56,People & Blogs
1530,Thu,5,5,32,Music
1531,Thu,11,5,23,Music
1532,Fri,0,4,52,Entertainment
1533,Thu,16,5,51,Film & Animation
1534,Wed,20,6,31,Comedy
1535,Thu,10,5,18,Music
1536,Fri,13,4,36,Music
1537,Fri,2,4,48,Howto & Style
1538,Wed,23,6,21,Entertainment
1539,Thu,20,5,52,Music
1540,Wed,14,6,46,Howto & Style
1541,Thu,14,5,43,Science & Technology
